,Position,Salary Estimate,Rating,Organization,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
402,AI / ML Data Scientist – Democratize commerce through Technology!,₹521K - ₹824K (Glassdoor Est.),-1,CareerXperts,India,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
403,Data Scientist Consultant,₹521K - ₹824K (Glassdoor Est.),-1,skilora,Remote,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
404,"Data Scientist - Credit Portfolio - Bangalore, India",₹521K - ₹824K (Glassdoor Est.),-1,"MPOWER Financing
3.7",Bangalore,-1,1 to 50 Employees,2014,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
405,Staff Data Scientist,₹521K - ₹824K (Glassdoor Est.),-1,"Walmart
3.3",Bangalore,-1,1001 to 5000 Employees,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),-1
406,Senior Data Scientist,₹521K - ₹824K (Glassdoor Est.),-1,ANI Calls India Private Limited,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
407,Data Scientist / Sr. Data Scientist,₹521K - ₹824K (Glassdoor Est.),-1,FRATITUDE Talent Advisors,Karnataka,-1,1 to 50 Employees,2018,Private Practice / Firm,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
408,Data Scientist - Consultant,₹521K - ₹824K (Glassdoor Est.),-1,"Krypt, Inc.
4.4",Bangalore,-1,51 to 200 Employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
409,CN - Strategy - MC - T&O - OA Data Scientist (Behavioral Science) - 09,₹521K - ₹824K (Glassdoor Est.),-1,"Accenture
3.9",Gurgaon,-1,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),-1
410,Data Scientist - Innovation Labs - Global Pharma Company,₹521K - ₹824K (Glassdoor Est.),-1,"Michael Page
3.6",India,-1,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Less than $1 million (USD),-1
411,Data Scientist - Innovation Labs - Global Pharma Company,₹521K - ₹824K (Glassdoor Est.),-1,"Michael Page
3.6",India,-1,-1,-1,-1,-1,-1,-1,-1
412,CN - Strategy - MC - T&O - OA Data Scientist (NLP) - 11,₹521K - ₹824K (Glassdoor Est.),-1,"Accenture
3.9",Gurgaon,-1,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),-1
413,Data Scientist – AI ML Team,₹521K - ₹824K (Glassdoor Est.),-1,"CustomerXPs
3.8",Bangalore,-1,201 to 500 Employees,2006,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1
414,Advanced Analytics Master - Data Scientist,₹521K - ₹824K (Glassdoor Est.),-1,"Hewlett Packard Enterprise
4.2",Bangalore,-1,10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
415,Advanced Analytics Master - Data Scientist,₹521K - ₹824K (Glassdoor Est.),-1,"Hewlett Packard Enterprise
4.2",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
416,Data Scientist (AM/M),₹521K - ₹824K (Glassdoor Est.),-1,PS International Infoservices PvtLtd,Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
417,Senior Data Scientist,₹521K - ₹824K (Glassdoor Est.),-1,"NutaNXT Technologies
3.5",Pune,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
418,Senior Data Scientist,₹521K - ₹824K (Glassdoor Est.),-1,"NutaNXT Technologies
3.5",Pune,-1,-1,-1,-1,-1,-1,-1,-1
419,Principal Data Scientist - Online Gaming Company,₹521K - ₹824K (Glassdoor Est.),-1,"Michael Page
3.6",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
420,Data Scientist/ Machine Learning Consultant ( UK Location),₹521K - ₹824K (Glassdoor Est.),-1,Imurgence,India,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
421,Data Analyst,₹521K - ₹824K (Glassdoor Est.),-1,"Lionbridge Technologies
3.5",Mumbai,-1,5001 to 10000 Employees,1996,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),-1
422,Data Scientist - Digital Lending,₹521K - ₹824K (Glassdoor Est.),-1,"Michael Page
3.6",Bangalore,-1,201 to 500 Employees,-1,Company - Private,Security Services,Business Services,Less than $1 million (USD),-1
423,Data Scientist - Job Code(NLP-18),₹521K - ₹824K (Glassdoor Est.),-1,"UVJ Technologies Private Limited
4.2",India,-1,201 to 500 Employees,2003,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
424,Data Science/ Scientist - Python/ Deep Learning,₹521K - ₹824K (Glassdoor Est.),-1,Shri TirupatiI Balaji Education Foundation,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
425,Data Analyst,₹521K - ₹824K (Glassdoor Est.),-1,"Universal Stream Solution
5.0",Ahmedabad,-1,1 to 50 Employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
426,Data Analyst,₹521K - ₹824K (Glassdoor Est.),-1,"Universal Stream Solution
5.0",Ahmedabad,-1,-1,-1,-1,-1,-1,-1,-1
427,Data Scientist - Data Sciences,₹521K - ₹824K (Glassdoor Est.),-1,"GEP
3.8",Hyderābād,-1,1001 to 5000 Employees,1999,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
428,Data Scientist - Data Sciences,₹521K - ₹824K (Glassdoor Est.),-1,"GEP
3.8",Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
429,Data Scientist (Machine Learning),₹521K - ₹824K (Glassdoor Est.),-1,Escon Info Systems,Bāra Banki,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
430,Data Analyst,₹521K - ₹824K (Glassdoor Est.),-1,"Goalreify
5.0",Bangalore,-1,1 to 50 Employees,2017,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
431,Data Analyst,₹240K - ₹500K (Glassdoor Est.),-1,"Lakshmi North East Solutions
5.0",Guwahati,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
432,Data Analyst,₹240K - ₹500K (Glassdoor Est.),-1,"Goalreify
5.0",Bangalore,-1,1 to 50 Employees,2017,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
433,Data Analyst,₹240K - ₹500K (Glassdoor Est.),-1,"Goalreify
5.0",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
434,Data Analyst,₹240K - ₹500K (Glassdoor Est.),-1,"Q-Dat IT Solutions
5.0",Bangalore,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
435,Team Lead Data Scientist,₹240K - ₹500K (Glassdoor Est.),-1,"MiQ Digital
3.9",Bangalore,-1,501 to 1000 Employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
436,CIEL/SEL/15381: Data Scientist,₹240K - ₹500K (Glassdoor Est.),-1,"CIEL HR Services
4.3",Mumbai,-1,201 to 500 Employees,2015,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
437,Data Scientist – Embedded Systems – Innovation,₹240K - ₹500K (Glassdoor Est.),-1,CareerXperts,India,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
438,"Data Scientist, Pratham Digital",₹240K - ₹500K (Glassdoor Est.),-1,"PRATHAM Education
4.3",Mumbai,-1,5001 to 10000 Employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,Less than $1 million (USD),-1
439,"Data Scientist, Pratham Digital",₹240K - ₹500K (Glassdoor Est.),-1,"PRATHAM Education
4.3",Mumbai,-1,-1,-1,-1,-1,-1,-1,-1
440,Data Analyst,₹240K - ₹500K (Glassdoor Est.),-1,"Barclays
4.1",Chennai,-1,10000+ Employees,1690,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1
441,Senior Data Scientist- AI,₹240K - ₹500K (Glassdoor Est.),-1,"Lymbyc Solutions
3.5",Bangalore,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
442,SR DATA Scientist,₹240K - ₹500K (Glassdoor Est.),-1,"Larsen & Toubro Infotech Limited
3.6",India,-1,10000+ Employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1
443,SR DATA Scientist,₹240K - ₹500K (Glassdoor Est.),-1,"Larsen & Toubro Infotech Limited
3.6",India,-1,-1,-1,-1,-1,-1,-1,-1
444,Data Analyst,₹240K - ₹500K (Glassdoor Est.),-1,"Proziod Analytics
4.8",Bangalore,-1,1 to 50 Employees,2016,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
445,Data Analyst,₹240K - ₹500K (Glassdoor Est.),-1,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
446,Data Analyst – Fresher – Data Scientist – Graduate - Fresher 8077828639 | 7303778896,₹240K - ₹500K (Glassdoor Est.),-1,Structured Learning Assistance Consultants India Private Limited,New Delhi,-1,-1,-1,-1,-1,-1,-1,-1
447,Business Intelligence Analysts,₹240K - ₹500K (Glassdoor Est.),-1,"Systematix Infotech
4.0",Indore,-1,201 to 500 Employees,2005,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
448,Junior Data Scientist,₹240K - ₹500K (Glassdoor Est.),-1,EzappSolution,Gurgaon,-1,-1,-1,-1,-1,-1,-1,-1
449,Lead Data Scientist,₹240K - ₹500K (Glassdoor Est.),-1,"Anblicks
4.1",Hyderābād,-1,51 to 200 Employees,-1,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
450,Snr Data Scientist-NBFC(Financial services)-Bangalore-10yrs+-25-30lakhs,₹240K - ₹500K (Glassdoor Est.),-1,Angel & Genie,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
451,Snr Data Scientist-NBFC(Financial services)-Bangalore-10yrs+-25-30lakhs,₹240K - ₹500K (Glassdoor Est.),-1,Angel & Genie,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
452,Snr Data Scientist-NBFC(Financial services)-Bangalore-10yrs+-25-30lakhs,₹240K - ₹500K (Glassdoor Est.),-1,Angel & Genie,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
453,Big Data Engineer,₹240K - ₹500K (Glassdoor Est.),-1,"Trigent Software Limited
4.1",Pune,-1,1001 to 5000 Employees,1993,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
454,Data Scientist 4,₹240K - ₹500K (Glassdoor Est.),-1,"Oracle
3.8",Hyderābād,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
455,Data Analyst,₹240K - ₹500K (Glassdoor Est.),-1,"Engineering manufacturing company
3.1",Vadodara,-1,51 to 200 Employees,1946,Company - Private,Transportation Equipment Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
456,Senior Data Scientist,₹240K - ₹500K (Glassdoor Est.),-1,Radilla Consulting Private Limited,Pune,-1,-1,-1,-1,-1,-1,-1,-1
457,Media Data Scientist,₹240K - ₹500K (Glassdoor Est.),-1,"freshworks
4.3",Bangalore,-1,1001 to 5000 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
458,HR Reporting and Analytics Manager,₹240K - ₹500K (Glassdoor Est.),-1,"athenahealth
4.5",Chennai,-1,5001 to 10000 Employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
459,HR Reporting and Analytics Manager,₹240K - ₹500K (Glassdoor Est.),-1,"athenahealth
4.5",Chennai,-1,-1,-1,-1,-1,-1,-1,-1
460,Data Scientist - Immediate For Altimetrik,₹240K - ₹500K (Glassdoor Est.),-1,"Altimetrik India Private Limited
3.8",Chennai,-1,1001 to 5000 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
461,Junior Data Scientist,₹488K - ₹880K (Glassdoor Est.),-1,EzappSolution,Gurgaon,-1,-1,-1,-1,-1,-1,-1,-1
462,Data Analyst – Fresher – Data Scientist – Graduate - Fresher 8077828639 | 7303778896,₹488K - ₹880K (Glassdoor Est.),-1,Structured Learning Assistance Consultants India Private Limited,New Delhi,-1,-1,-1,-1,-1,-1,-1,-1
463,Data Analyst,₹488K - ₹880K (Glassdoor Est.),-1,"Proziod Analytics
4.8",Bangalore,-1,1 to 50 Employees,2016,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
464,Data Scientist - Fraud Analytics,₹488K - ₹880K (Glassdoor Est.),-1,"Infrrd
3.7",Bangalore,-1,51 to 200 Employees,-1,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1
465,Data Analyst,₹488K - ₹880K (Glassdoor Est.),-1,"Bloom Consulting Services
4.8",Bangalore,-1,1 to 50 Employees,2015,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
466,Snr Data Scientist-NBFC(Financial services)-Bangalore-10yrs+-25-30lakhs,₹488K - ₹880K (Glassdoor Est.),-1,Angel & Genie,Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
467,Data Analyst,₹488K - ₹880K (Glassdoor Est.),-1,"Barclays
4.1",Chennai,-1,10000+ Employees,1690,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1
468,Data Scientist (Machine Learning Engineer),₹488K - ₹880K (Glassdoor Est.),-1,Acmeture Global Consulting Services,Hyderābād,-1,1 to 50 Employees,-1,Self-employed,-1,-1,Less than $1 million (USD),-1
469,Lead Data Scientist,₹488K - ₹880K (Glassdoor Est.),-1,"Anblicks
4.1",Hyderābād,-1,51 to 200 Employees,-1,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
470,Lead Data Scientist,₹488K - ₹880K (Glassdoor Est.),-1,"Anblicks
4.1",Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
471,Senior / Data Science Engineer,₹488K - ₹880K (Glassdoor Est.),-1,"Gainsight
4.3",Hyderābād,-1,501 to 1000 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
472,Data Analyst,₹488K - ₹880K (Glassdoor Est.),-1,"EPAM Systems
4.1",India,-1,10000+ Employees,1993,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
473,Data Scientist 4,₹488K - ₹880K (Glassdoor Est.),-1,"Oracle
3.8",Hyderābād,-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
474,Associate Data Scientist I,₹488K - ₹880K (Glassdoor Est.),-1,UST Global Singapore Pte Limited,Thiruvananthapuram,-1,-1,-1,-1,-1,-1,-1,-1
475,Senior Data Scientist,₹488K - ₹880K (Glassdoor Est.),-1,Radilla Consulting Private Limited,Pune,-1,-1,-1,-1,-1,-1,-1,-1
476,Senior Data Scientist,₹488K - ₹880K (Glassdoor Est.),-1,Radilla Consulting Private Limited,Pune,-1,-1,-1,-1,-1,-1,-1,-1
477,Data Scientists,₹488K - ₹880K (Glassdoor Est.),-1,Jubna,Noida,-1,-1,-1,-1,-1,-1,-1,-1
478,Media Data Scientist,₹488K - ₹880K (Glassdoor Est.),-1,"freshworks
4.3",Bangalore,-1,1001 to 5000 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
479,Business Intelligence Analysts,₹488K - ₹880K (Glassdoor Est.),-1,"Systematix Infotech
4.0",Indore,-1,201 to 500 Employees,2005,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
480,CIEL/SEL/15381: Data Scientist,₹488K - ₹880K (Glassdoor Est.),-1,"CIEL HR Services
4.3",Mumbai,-1,201 to 500 Employees,2015,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
481,Senior Data Scientist,₹488K - ₹880K (Glassdoor Est.),-1,Samaira HR Solutions,Thāne,-1,-1,-1,-1,-1,-1,-1,-1
482,Data Scientist - 09,₹488K - ₹880K (Glassdoor Est.),-1,"Accenture
3.9",Bangalore,-1,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),-1
483,CIEL/SEL/15223: SR DATA Scientist,₹488K - ₹880K (Glassdoor Est.),-1,"CIEL HR Services
4.3",Bangalore,-1,201 to 500 Employees,2015,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
484,Data Scientist - Immediate For Altimetrik,₹488K - ₹880K (Glassdoor Est.),-1,"Altimetrik India Private Limited
3.8",Chennai,-1,1001 to 5000 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
485,Sr. Data Scientist/ Sr. Data Science Consultant (Marketing Analytics),₹488K - ₹880K (Glassdoor Est.),-1,"Course5
3.3",Bangalore,-1,1001 to 5000 Employees,2000,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
486,Manager - Data Scientist,₹488K - ₹880K (Glassdoor Est.),-1,"Michelin
3.9",Pune,-1,10000+ Employees,1889,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),-1
487,Manager - Data Scientist,₹488K - ₹880K (Glassdoor Est.),-1,"Michelin
3.9",Pune,-1,-1,-1,-1,-1,-1,-1,-1
488,Data Scientist / Analyst,₹488K - ₹880K (Glassdoor Est.),-1,"Adoro
4.0",Mumbai,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
489,HR Reporting and Analytics Manager,₹488K - ₹880K (Glassdoor Est.),-1,"athenahealth
4.5",Chennai,-1,5001 to 10000 Employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
490,Data Analyst,₹488K - ₹880K (Glassdoor Est.),-1,"eminenture
3.6",New Delhi,-1,51 to 200 Employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1
491,Lead Data Scientist,₹325K - ₹467K (Glassdoor Est.),-1,"Anblicks
4.1",Hyderābād,-1,51 to 200 Employees,-1,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
492,Lead Data Scientist,₹325K - ₹467K (Glassdoor Est.),-1,"Anblicks
4.1",Hyderābād,-1,-1,-1,-1,-1,-1,-1,-1
493,Data Scientist - 09,₹325K - ₹467K (Glassdoor Est.),-1,"Accenture
3.9",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
494,Senior Data Scientist,₹325K - ₹467K (Glassdoor Est.),-1,Samaira HR Solutions,Thāne,-1,-1,-1,-1,-1,-1,-1,-1
495,Data Scientist - Immediate For Altimetrik,₹325K - ₹467K (Glassdoor Est.),-1,"Altimetrik India Private Limited
3.8",Chennai,-1,1001 to 5000 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
496,CIEL/SEL/15223: SR DATA Scientist,₹325K - ₹467K (Glassdoor Est.),-1,"CIEL HR Services
4.3",Bangalore,-1,201 to 500 Employees,2015,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1
497,Sr. Data Scientist/ Sr. Data Science Consultant (Marketing Analytics),₹325K - ₹467K (Glassdoor Est.),-1,"Course5
3.3",Bangalore,-1,1001 to 5000 Employees,2000,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
498,Manager - Data Scientist,₹325K - ₹467K (Glassdoor Est.),-1,"Michelin
3.9",Pune,-1,10000+ Employees,1889,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),-1
499,Data Analyst,₹325K - ₹467K (Glassdoor Est.),-1,DoptitAI,Cochin,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
500,Associate Data Scientist,₹325K - ₹467K (Glassdoor Est.),-1,"Shell
4.1",Chennai,-1,10000+ Employees,1907,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1
501,Junior Data Scientist,₹325K - ₹467K (Glassdoor Est.),-1,EzappSolution,Gurgaon,-1,-1,-1,-1,-1,-1,-1,-1
502,Lead Data Engineer,₹325K - ₹467K (Glassdoor Est.),-1,"upGrad Education Private Limited
3.4",Bangalore,-1,1001 to 5000 Employees,2015,Company - Private,Education Training Services,Education,$10 to $25 million (USD),-1
503,Lead Data Engineer,₹325K - ₹467K (Glassdoor Est.),-1,"upGrad Education Private Limited
3.4",Bangalore,-1,-1,-1,-1,-1,-1,-1,-1
504,Data Analyst,₹325K - ₹467K (Glassdoor Est.),-1,"Financial Express
2.8",Chennai,-1,5001 to 10000 Employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
505,Data Analyst,₹325K - ₹467K (Glassdoor Est.),-1,"Trane Technologies
4.6",Bangalore,-1,5001 to 10000 Employees,2020,Company - Public,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
